	total count	max temp	mean temp	min temp	snow on grnd (cm)	total precip (mm)	total rain (mm)	total snow (cm)	class	day	month	year
7435	73	-3.1	-4.1	-5.1	20.0	9.0	0.0	11.5	less than 2000	25	5	2016
2559	40	-5.0	-12.8	-20.5	22.0	0.6	0.0	1.0	less than 2000	15	8	2013
20380	66	-6.0	-7.0	-8.0	6.0	0.0	0.0	0.0	less than 2000	5	8	2016
16566	382	11.0	4.8	-1.5	0.0	0.2	0.2	0.0	less than 2000	26	1	2014
12052	352	24.7	17.9	11.0	0.0	0.0	0.0	0.0	less than 2000	28	2	2017
20377	188	-6.0	-7.0	-8.0	6.0	0.0	0.0	0.0	less than 2000	1	4	2014
22503	1665	21.5	14.3	7.0	0.0	4.0	4.0	0.0	less than 2000	7	3	2014
19863	1870	28.5	21.3	14.0	0.0	0.0	0.0	0.0	less than 2000	26	4	2012
3239	293	22.3	13.3	4.2	0.0	11.5	11.5	0.0	less than 2000	30	10	2014
6900	349	10.8	9.1	7.3	0.0	0.0	0.0	0.0	less than 2000	6	9	2016
10006	389	10.0	7.0	4.0	0.0	4.2	4.2	0.0	less than 2000	4	11	2017
13437	230	6.2	2.4	-1.4	0.0	0.0	0.0	0.0	less than 2000	28	8	2018
1499	2342	27.7	22.5	17.3	0.0	0.0	0.0	0.0	2000 to 10000	27	7	2014
4130	1685	20.7	16.6	12.4	0.0	0.0	0.0	0.0	less than 2000	3	7	2013
1249	580	13.9	10.7	7.5	0.0	1.9	1.9	0.0	less than 2000	3	9	2011
20124	1198	12.0	7.5	3.0	0.0	0.0	0.0	0.0	less than 2000	25	1	2014
19276	1409	22.0	19.0	16.0	0.0	8.0	8.0	0.0	less than 2000	30	1	2018
14039	0	-3.4	-5.7	-7.9	9.0	1.2	0.0	1.2	less than 2000	27	5	2011
15748	877	28.0	23.8	19.5	0.0	0.0	0.0	0.0	less than 2000	28	5	2017
5846	1966	30.0	25.0	20.0	0.0	0.0	0.0	0.0	less than 2000	14	4	2015
7261	114	-6.8	-12.9	-18.9	15.0	0.0	0.0	0.0	less than 2000	22	11	2012
2164	231	10.4	4.8	-0.8	0.0	0.0	0.0	0.0	less than 2000	23	3	2015
6127	555	20.5	17.5	14.5	0.0	0.9	0.9	0.0	less than 2000	19	2	2016
14305	0	6.3	3.6	0.9	31.0	0.0	0.0	0.0	less than 2000	11	7	2011
13670	23	-0.2	-3.0	-5.7	21.0	0.0	0.0	0.0	less than 2000	16	1	2017
507	0	31.0	23.6	16.2	0.0	0.0	0.0	0.0	less than 2000	25	2	2012
18460	216	2.0	1.0	0.0	3.0	7.2	7.2	0.0	less than 2000	29	10	2013
10569	10	-17.7	-19.9	-22.0	6.0	0.2	0.0	0.3	less than 2000	6	6	2012
6935	680	6.0	2.0	-2.0	0.0	5.0	5.0	0.0	less than 2000	4	4	2014
3496	2568	27.3	20.8	14.3	0.0	0.0	0.0	0.0	2000 to 10000	8	6	2015
6553	363	17.8	9.8	1.7	0.0	0.0	0.0	0.0	less than 2000	8	4	2016
14916	860	18.5	10.0	1.5	0.0	0.0	0.0	0.0	less than 2000	9	4	2017
14265	24	-3.8	-13.7	-23.5	34.0	0.0	0.0	0.0	less than 2000	9	8	2016
3386	1563	23.0	17.9	12.8	0.0	0.0	0.0	0.0	less than 2000	14	2	2010
1071	49	8.7	6.8	4.9	3.0	0.0	0.0	0.0	less than 2000	27	8	2011
2435	28	-1.3	-7.0	-12.7	13.0	0.0	0.0	0.0	less than 2000	13	2	2018
14852	1731	16.0	8.3	0.5	0.0	0.0	0.0	0.0	less than 2000	3	12	2017
8480	188	13.0	8.9	4.8	0.0	0.0	0.0	0.0	less than 2000	22	7	2015
21457	503	23.0	14.5	6.0	0.0	0.0	0.0	0.0	less than 2000	13	8	2013
12570	793	25.3	21.1	16.9	0.0	0.0	0.0	0.0	less than 2000	3	6	2012
107	0	-8.1	-11.8	-15.4	8.0	0.0	0.0	0.0	less than 2000	28	3	2018
8757	513	28.0	20.8	13.5	0.0	0.0	0.0	0.0	less than 2000	15	1	2011
4621	168	-4.7	-5.6	-6.5	20.0	0.0	0.0	0.0	less than 2000	27	8	2016
5019	0	-4.5	-6.0	-7.5	54.0	0.3	0.0	0.3	less than 2000	19	2	2012
9632	1081	10.8	8.7	6.5	0.0	16.0	16.0	0.0	less than 2000	5	6	2015
5951	2063	30.4	25.1	19.8	0.0	1.0	1.0	0.0	2000 to 10000	19	2	2015
11637	630	29.6	20.1	10.5	0.0	1.6	1.6	0.0	less than 2000	29	10	2012
1646	635	30.0	22.3	14.6	0.0	0.0	0.0	0.0	less than 2000	26	7	2018
813	11	-0.4	-2.5	-4.5	0.0	0.3	0.0	0.4	less than 2000	5	3	2016
17785	103	9.0	-0.3	-9.5	56.0	0.0	0.0	0.0	less than 2000	14	2	2012
18496	246	8.0	3.0	-2.0	1.0	10.8	10.8	0.0	less than 2000	24	7	2018
20792	144	-2.0	-11.3	-20.5	16.0	5.4	0.0	3.0	less than 2000	24	7	2012
11954	1746	26.9	21.5	16.1	0.0	1.2	1.2	0.0	less than 2000	19	6	2018
508	3269	31.0	23.6	16.2	0.0	0.0	0.0	0.0	2000 to 10000	26	3	2013
9535	403	27.7	24.7	21.7	0.0	6.3	6.3	0.0	less than 2000	21	2	2014
8573	1960	16.8	14.2	11.5	0.0	17.7	17.7	0.0	less than 2000	29	1	2015
20573	11	-19.5	-22.0	-24.5	20.0	0.0	0.0	0.0	less than 2000	19	2	2015
22359	1372	32.0	25.0	18.0	0.0	3.6	3.6	0.0	less than 2000	17	8	2016
9554	519	27.5	20.6	13.6	0.0	1.2	1.2	0.0	less than 2000	23	7	2010
22105	1628	28.0	24.0	20.0	0.0	0.0	0.0	0.0	less than 2000	17	3	2018
22680	2987	4.0	1.8	-0.5	0.0	0.0	0.0	0.0	2000 to 10000	28	2	2016
20655	214	-14.0	-18.0	-22.0	13.0	1.0	0.0	1.0	less than 2000	7	5	2013
8719	1198	29.5	22.1	14.6	0.0	2.6	2.6	0.0	less than 2000	26	6	2014
729	84	4.2	2.3	0.4	0.0	4.4	4.4	0.0	less than 2000	25	9	2015
9721	316	11.9	9.4	6.9	0.0	0.0	0.0	0.0	less than 2000	15	4	2012
2626	27	0.4	-1.9	-4.2	23.0	0.0	0.0	0.0	less than 2000	29	10	2017
6778	1069	20.7	11.3	1.9	0.0	0.0	0.0	0.0	less than 2000	21	12	2013
21420	226	17.0	10.5	4.0	0.0	0.0	0.0	0.0	less than 2000	31	8	2013
6077	751	23.8	18.0	12.2	0.0	0.0	0.0	0.0	less than 2000	25	9	2011
11554	2512	28.8	22.4	16.0	0.0	0.8	0.8	0.0	2000 to 10000	5	10	2018
9886	1387	14.6	7.3	0.0	0.0	0.0	0.0	0.0	less than 2000	18	8	2015
8584	846	15.5	10.0	4.5	0.0	0.0	0.0	0.0	less than 2000	15	2	2017
8100	7	1.5	-2.3	-6.0	38.0	4.8	0.0	5.0	less than 2000	13	4	2017
14344	213	9.0	4.9	0.7	10.0	0.0	0.0	0.0	less than 2000	8	11	2015
2434	18	-1.3	-7.0	-12.7	13.0	0.0	0.0	0.0	less than 2000	24	8	2017
16327	2560	22.5	14.3	6.0	0.0	0.0	0.0	0.0	2000 to 10000	10	4	2015
8065	35	-5.9	-13.3	-20.6	36.0	0.0	0.0	0.0	less than 2000	16	4	2013
19051	3078	22.5	17.3	12.0	0.0	0.0	0.0	0.0	2000 to 10000	18	1	2015
22875	157	2.5	1.5	0.5	7.0	16.6	15.6	2.0	less than 2000	9	4	2018
9709	999	23.0	20.3	17.5	0.0	14.2	14.2	0.0	less than 2000	6	1	2014
8921	1478	21.2	20.1	19.0	0.0	69.3	69.3	0.0	less than 2000	22	10	2017
11180	52	4.3	2.9	1.4	21.0	0.8	0.0	1.0	less than 2000	14	12	2012
3594	333	29.3	22.5	15.7	0.0	0.0	0.0	0.0	less than 2000	20	1	2016
11064	121	-2.6	-5.0	-7.4	26.0	0.0	0.0	0.0	less than 2000	16	2	2013
6163	1906	26.5	21.5	16.5	0.0	0.0	0.0	0.0	less than 2000	8	1	2013
6565	1929	22.0	13.0	4.0	0.0	0.0	0.0	0.0	less than 2000	4	1	2017
6340	508	24.9	21.3	17.6	0.0	0.5	0.5	0.0	less than 2000	8	5	2014
19658	2121	24.0	17.0	10.0	0.0	0.0	0.0	0.0	2000 to 10000	19	1	2018
6766	992	18.4	10.1	1.8	0.0	0.0	0.0	0.0	less than 2000	20	3	2017
15661	902	27.5	23.5	19.5	0.0	0.0	0.0	0.0	less than 2000	21	10	2014
18988	1062	15.0	13.0	11.0	0.0	12.0	12.0	0.0	less than 2000	30	10	2013
12785	2415	20.8	16.7	12.5	0.0	0.0	0.0	0.0	2000 to 10000	8	10	2012
7121	645	10.0	5.0	0.0	0.0	0.0	0.0	0.0	less than 2000	4	1	2015
4808	31	-10.0	-17.0	-24.0	28.0	0.0	0.0	0.0	less than 2000	13	6	2016
270	1164	9.8	6.7	3.6	0.0	0.0	0.0	0.0	less than 2000	30	8	2016
22611	457	27.5	22.8	18.0	0.0	4.2	4.2	0.0	less than 2000	15	7	2016
12268	1169	32.8	25.0	17.2	0.0	0.0	0.0	0.0	less than 2000	23	5	2013
9699	738	15.5	7.4	-0.7	0.0	0.0	0.0	0.0	less than 2000	28	12	2017
9015	807	27.4	20.0	12.5	0.0	0.0	0.0	0.0	less than 2000	17	9	2018
11069	50	-2.6	-5.0	-7.4	26.0	0.0	0.0	0.0	less than 2000	11	1	2016
12450	1271	31.5	25.5	19.5	0.0	0.3	0.3	0.0	less than 2000	19	6	2017
12349	916	23.5	18.8	14.0	0.0	0.0	0.0	0.0	less than 2000	13	9	2018
14962	325	9.5	7.3	5.0	0.0	0.0	0.0	0.0	less than 2000	1	3	2018
6858	696	17.7	13.9	10.0	0.0	9.2	9.2	0.0	less than 2000	6	6	2014
11616	2465	20.7	12.5	4.2	0.0	0.0	0.0	0.0	2000 to 10000	21	3	2017
14065	1	-24.5	-26.8	-29.0	11.0	0.0	0.0	0.0	less than 2000	19	11	2013
19683	722	15.0	13.8	12.5	0.0	0.0	0.0	0.0	less than 2000	9	6	2012
7883	0	-4.0	-11.4	-18.7	41.0	0.5	0.0	1.5	less than 2000	6	1	2018
22477	2970	28.5	20.3	12.0	0.0	27.0	27.0	0.0	2000 to 10000	30	4	2018
10894	0	-7.6	-14.8	-22.0	29.0	0.8	0.0	1.0	less than 2000	28	6	2012
2570	1	-14.4	-16.7	-19.0	22.0	0.0	0.0	0.0	less than 2000	9	9	2012
18161	68	-11.0	-14.5	-18.0	11.0	0.0	0.0	0.0	less than 2000	5	7	2018
11436	844	4.4	2.3	0.1	0.0	0.0	0.0	0.0	less than 2000	20	11	2016
4941	269	-8.0	-12.3	-16.5	30.0	0.0	0.0	0.0	less than 2000	7	4	2012
3900	355	23.4	16.6	9.7	0.0	0.0	0.0	0.0	less than 2000	15	4	2017
9967	1189	13.0	8.6	4.1	0.0	0.0	0.0	0.0	less than 2000	16	4	2012
10834	0	-4.5	-8.4	-12.3	25.0	0.0	0.0	0.0	less than 2000	26	3	2010
11764	663	18.0	13.5	9.0	0.0	0.4	0.4	0.0	less than 2000	4	9	2016
20430	997	11.0	6.5	2.0	0.0	3.2	3.2	0.0	less than 2000	18	12	2014
14478	76	6.0	-1.3	-8.5	4.0	0.0	0.0	0.0	less than 2000	16	2	2017
11691	2000	28.1	18.6	9.0	0.0	0.0	0.0	0.0	2000 to 10000	22	4	2014
15455	2486	31.0	24.5	18.0	0.0	0.0	0.0	0.0	2000 to 10000	29	8	2015
13545	225	-0.4	-2.0	-3.5	0.0	0.0	0.0	0.0	less than 2000	4	12	2014
7737	3	-1.7	-9.0	-16.2	24.0	0.0	0.0	0.0	less than 2000	16	5	2016
15243	2557	21.0	15.5	10.0	0.0	0.0	0.0	0.0	2000 to 10000	20	5	2014
663	634	16.7	14.7	12.6	0.0	0.6	0.6	0.0	less than 2000	12	9	2013
3134	794	11.2	8.7	6.1	0.0	8.4	8.4	0.0	less than 2000	24	8	2017
20896	74								less than 2000	26	8	2016
17197	51	4.0	2.8	1.5	26.0	0.4	0.2	0.2	less than 2000	13	8	2012
7025	352	4.2	0.4	-3.5	0.0	0.0	0.0	0.0	less than 2000	17	11	2010
4108	2048	18.6	15.8	12.9	0.0	1.2	1.2	0.0	2000 to 10000	8	11	2017
8427	1180	8.0	6.5	4.9	0.0	18.0	18.0	0.0	less than 2000	15	3	2016
5002	78	1.1	0.3	-0.5	29.0	38.2	1.5	29.0	less than 2000	3	3	2013
2285	190	10.5	4.5	-1.5	1.0	0.2	0.2	0.0	less than 2000	25	11	2013
18011	500	-9.5	-12.3	-15.0	19.0	0.0	0.0	0.0	less than 2000	31	10	2010
20780	320	5.0	-3.8	-12.5	18.0	0.0	0.0	0.0	less than 2000	18	6	2012
1165	1246	9.0	3.5	-2.0	0.0	6.3	6.3	0.0	less than 2000	4	8	2018
3823	365	29.6	21.4	13.2	0.0	9.3	9.3	0.0	less than 2000	4	10	2012
21216	293	5.0	0.0	-5.0	0.0	0.0	0.0	0.0	less than 2000	2	5	2014
14267	41	-3.8	-13.7	-23.5	34.0	0.0	0.0	0.0	less than 2000	28	7	2014
4674	50	-6.3	-7.6	-8.8	36.0	4.2	0.0	4.2	less than 2000	25	7	2014
3170	353	10.1	4.4	-1.3	0.0	3.3	3.3	0.0	less than 2000	16	3	2016
4088	670	14.5	10.8	7.0	0.0	0.0	0.0	0.0	less than 2000	12	8	2013
15172	66	20.5	17.3	14.0	0.0	24.0	24.0	0.0	less than 2000	3	7	2014
20880	3								less than 2000	18	5	2015
16198	1956	23.5	19.3	15.0	0.0	9.0	9.0	0.0	less than 2000	23	2	2017
11295	678	5.8	2.6	-0.7	0.0	18.4	18.4	0.0	less than 2000	29	5	2011
20214	920	6.0	1.8	-2.5	0.0	0.0	0.0	0.0	less than 2000	26	4	2010
19568	1344	25.5	19.3	13.0	0.0	23.8	23.8	0.0	less than 2000	5	9	2015
15938	2005	28.0	23.8	19.5	0.0	0.0	0.0	0.0	2000 to 10000	12	5	2018
14512	283	6.0	1.5	-3.0	0.0	0.0	0.0	0.0	less than 2000	29	10	2018
16866	7	1.5	-2.5	-6.5	14.0	0.2	0.0	0.4	less than 2000	10	12	2013
2877	234	11.0	2.6	-5.8	24.0	0.0	0.0	0.0	less than 2000	17	7	2018
18294	4	5.0	-2.3	-9.5	16.0	1.4	1.4	0.0	less than 2000	14	11	2012
5202	345	9.3	2.4	-4.5	23.0	0.0	0.0	0.0	less than 2000	4	7	2012
5613	396	25.9	22.5	19.0	0.0	1.0	1.0	0.0	less than 2000	20	5	2017
5819	1557	27.9	22.9	17.8	0.0	0.0	0.0	0.0	less than 2000	29	10	2016
19668	1417	24.5	19.0	13.5	0.0	0.0	0.0	0.0	less than 2000	4	9	2012
5457	2357	24.2	19.7	15.1	0.0	0.0	0.0	0.0	2000 to 10000	1	10	2016
7993	90	-5.8	-14.3	-22.8	45.0	0.0	0.0	0.0	less than 2000	6	11	2013
498	1652	23.0	19.1	15.2	0.0	0.6	0.6	0.0	less than 2000	5	9	2013
16482	1192	3.0	0.5	-2.0	0.0	0.0	0.0	0.0	less than 2000	9	8	2018
19213	3047	26.0	19.3	12.5	0.0	0.0	0.0	0.0	2000 to 10000	4	1	2016
15599	2636	32.5	27.8	23.0	0.0	0.0	0.0	0.0	2000 to 10000	13	3	2015
17741	20	-0.5	-3.3	-6.0	66.0	2.0	0.0	3.0	less than 2000	16	10	2017
19522	1061	24.0	19.3	14.5	0.0	15.0	15.0	0.0	less than 2000	26	1	2015
9397	1226	21.0	16.4	11.8	0.0	4.2	4.2	0.0	less than 2000	23	3	2012
21920	804	30.5	22.0	13.5	0.0	0.0	0.0	0.0	less than 2000	30	8	2015
17026	87	0.0	-6.8	-13.5	23.0	2.6	1.6	1.0	less than 2000	15	2	2016
12046	1056	21.8	16.7	11.5	0.0	0.0	0.0	0.0	less than 2000	19	12	2015
3200	166	10.6	8.5	6.3	0.0	0.2	0.2	0.0	less than 2000	16	5	2010
21614	990	22.0	19.5	17.0	0.0	1.0	1.0	0.0	less than 2000	27	2	2017
21511	464	18.5	9.5	0.5	0.0	0.0	0.0	0.0	less than 2000	7	4	2012
9894	597	17.0	9.0	1.0	0.0	0.0	0.0	0.0	less than 2000	18	10	2014
19504	908	24.0	19.8	15.5	0.0	0.0	0.0	0.0	less than 2000	18	5	2016
16743	198	1.0	-0.3	-1.5	0.0	0.2	0.2	0.0	less than 2000	18	3	2015
11073	132	-3.0	-7.0	-10.9	26.0	0.3	0.0	0.5	less than 2000	15	5	2014
15439	1254	29.5	22.3	15.0	0.0	0.0	0.0	0.0	less than 2000	6	1	2014
19882	1792	33.0	24.8	16.5	0.0	0.0	0.0	0.0	less than 2000	3	11	2013
2861	9	-9.4	-13.2	-17.0	24.0	0.0	0.0	0.0	less than 2000	24	10	2016
6013	1416	29.3	22.9	16.4	0.0	7.7	7.7	0.0	less than 2000	3	5	2017
20637	12	11.5	5.3	-1.0	10.0	16.2	8.0	8.0	less than 2000	14	1	2016
10634	27	-12.0	-12.9	-13.8	10.0	0.0	0.0	0.0	less than 2000	21	3	2014
13631	15	-6.7	-9.3	-11.9	10.0	12.4	0.4	12.0	less than 2000	21	6	2014
16776	758	3.0	2.0	1.0	0.0	0.0	0.0	0.0	less than 2000	24	6	2013
5004	0	1.1	0.3	-0.5	29.0	38.2	1.5	29.0	less than 2000	16	9	2018
21641	786	29.5	21.0	12.5	0.0	0.0	0.0	0.0	less than 2000	24	8	2018
7944	108	-8.4	-12.8	-17.1	36.0	0.4	0.0	0.8	less than 2000	12	11	2013
14247	0	-7.3	-10.0	-12.6	36.0	0.4	0.0	0.4	less than 2000	14	4	2016
754	406	9.0	2.0	-5.0	0.0	1.3	1.3	0.0	less than 2000	6	11	2017
11620	1698	21.2	17.5	13.8	0.0	0.0	0.0	0.0	less than 2000	8	4	2013
16114	868	27.0	18.8	10.5	0.0	0.0	0.0	0.0	less than 2000	24	11	2013
3527	1638	34.2	28.7	23.1	0.0	0.0	0.0	0.0	less than 2000	2	7	2018
682	1176	18.3	13.8	9.2	0.0	0.0	0.0	0.0	less than 2000	22	6	2012
5788	2687	17.3	16.1	14.8	0.0	26.0	26.0	0.0	2000 to 10000	22	9	2017
7869	18	-9.9	-14.0	-18.0	44.0	0.0	0.0	0.0	less than 2000	2	2	2017
11095	3	5.0	-1.9	-8.8	27.0	2.0	2.0	0.0	less than 2000	7	7	2017
6017	718	20.7	16.1	11.4	0.0	0.0	0.0	0.0	less than 2000	15	10	2015
10398	5	0.4	-0.4	-1.1	7.0	6.0	6.0	0.0	less than 2000	17	6	2017
22365	775	32.0	25.0	18.0	0.0	3.6	3.6	0.0	less than 2000	17	3	2014
6251	2473	25.6	17.6	9.5	0.0	0.0	0.0	0.0	2000 to 10000	4	2	2016
19017	2634	23.0	19.0	15.0	0.0	0.0	0.0	0.0	2000 to 10000	3	2	2010
17526	144	-5.0	-8.5	-12.0	24.0	0.0	0.0	0.0	less than 2000	7	8	2017
10218	91	4.0	-2.0	-8.0	2.0	2.0	2.0	0.0	less than 2000	21	6	2018
17441	148	0.5	-0.5	-1.5	22.0	0.4	0.0	0.4	less than 2000	9	9	2010
10870	22	-18.7	-21.6	-24.5	34.0	0.0	0.0	0.0	less than 2000	29	4	2015
2110	679	16.5	8.6	0.7	0.0	0.0	0.0	0.0	less than 2000	23	10	2014
4498	313	11.4	6.5	1.6	0.0	0.2	0.2	0.0	less than 2000	17	5	2014
3740	1160	27.5	21.2	14.9	0.0	0.0	0.0	0.0	less than 2000	8	1	2015
10498	0	-6.3	-7.7	-9.1	0.0	0.0	0.0	0.0	less than 2000	17	12	2014
20288	895	8.0	5.3	2.5	0.0	3.0	3.0	0.0	less than 2000	18	2	2017
3219	1191	20.8	16.9	12.9	0.0	0.0	0.0	0.0	less than 2000	7	1	2013
75	0	-10.0	-16.4	-22.7	9.0	0.0	0.0	0.0	less than 2000	17	11	2014
819	0	9.9	6.0	2.1	0.0	17.8	17.8	0.0	less than 2000	23	5	2011
10159	584	2.0	-2.0	-6.0	0.0	0.0	0.0	0.0	less than 2000	22	9	2018
5119	44	-5.5	-11.0	-16.5	37.0	0.0	0.0	0.0	less than 2000	11	5	2012
5374	1445	12.1	7.0	1.8	0.0	3.5	3.5	0.0	less than 2000	3	4	2016
19536	1288	25.5	20.5	15.5	0.0	0.0	0.0	0.0	less than 2000	26	1	2012
10300	166	1.8	-4.2	-10.1	2.0	2.6	1.4	1.2	less than 2000	18	12	2016
8922	722	21.2	20.1	19.0	0.0	69.3	69.3	0.0	less than 2000	15	5	2017
4676	76	-6.3	-7.6	-8.8	36.0	4.2	0.0	4.2	less than 2000	4	9	2014
22614	1309	12.0	10.0	8.0	0.0	0.4	0.4	0.0	less than 2000	19	4	2017
13345	860	-1.3	-2.7	-4.0	0.0	0.0	0.0	0.0	less than 2000	7	6	2015
2560	56	-5.0	-12.8	-20.5	22.0	0.6	0.0	1.0	less than 2000	3	7	2015
1792	2089	23.9	19.4	14.8	0.0	0.0	0.0	0.0	2000 to 10000	26	8	2010
6014	564	29.3	22.9	16.4	0.0	7.7	7.7	0.0	less than 2000	11	6	2012
12468	2196	28.3	25.4	22.5	0.0	21.0	21.0	0.0	2000 to 10000	21	1	2016
6878	922	13.0	9.0	5.0	0.0	0.6	0.6	0.0	less than 2000	28	6	2015
12420	2554	28.2	23.6	18.9	0.0	0.0	0.0	0.0	2000 to 10000	20	12	2013
9336	678	29.5	21.5	13.5	0.0	0.0	0.0	0.0	less than 2000	6	1	2012
20164	546	10.0	7.5	5.0	0.0	0.0	0.0	0.0	less than 2000	1	3	2017
1357	2079	26.0	21.0	15.9	0.0	0.0	0.0	0.0	2000 to 10000	14	6	2014
5391	1496	13.4	8.0	2.5	0.0	0.0	0.0	0.0	less than 2000	1	2	2016
13361	444	0.0	-3.5	-7.0	0.0	0.0	0.0	0.0	less than 2000	4	9	2011
15624	1144	28.5	23.0	17.5	0.0	0.6	0.6	0.0	less than 2000	3	6	2016
12966	1186	15.4	8.0	0.5	0.0	7.2	7.2	0.0	less than 2000	23	9	2015
231	440	21.1	14.2	7.3	0.0	0.0	0.0	0.0	less than 2000	24	5	2015
13513	532	2.1	0.7	-0.8	0.0	3.2	3.2	0.0	less than 2000	20	4	2014
617	2171	21.9	16.1	10.2	0.0	0.0	0.0	0.0	2000 to 10000	25	4	2016
15678	761	26.5	20.3	14.0	0.0	0.0	0.0	0.0	less than 2000	1	5	2015
19283	2518	23.5	18.0	12.5	0.0	0.0	0.0	0.0	2000 to 10000	6	11	2014
19944	1086	23.5	15.0	6.5	0.0	0.0	0.0	0.0	less than 2000	13	12	2015
18640	214	11.5	8.3	5.0	0.0	0.0	0.0	0.0	less than 2000	30	7	2016
10659	19	-4.2	-6.4	-8.6	10.0	0.0	0.0	0.0	less than 2000	17	4	2017
11937	893	25.0	16.7	8.3	0.0	0.0	0.0	0.0	less than 2000	21	2	2012
11675	685	11.3	8.5	5.7	0.0	0.0	0.0	0.0	less than 2000	25	5	2015
1575	2055	30.4	25.0	19.6	0.0	0.0	0.0	0.0	2000 to 10000	5	9	2018
21265	144	2.5	-1.8	-6.0	0.0	0.0	0.0	0.0	less than 2000	20	1	2012
10829	8	-4.5	-8.4	-12.3	25.0	0.0	0.0	0.0	less than 2000	5	5	2013
19797	2740	27.0	19.8	12.5	0.0	0.0	0.0	0.0	2000 to 10000	13	5	2017
4084	252	18.9	16.7	14.4	0.0	27.3	27.3	0.0	less than 2000	28	7	2016
17271	46	-1.0	-5.5	-10.0	19.0	6.8	1.0	5.8	less than 2000	20	11	2016
9242	2315	22.7	17.3	11.8	0.0	3.7	3.7	0.0	2000 to 10000	29	6	2017
13906	121	0.7	-5.1	-10.8	7.0	2.5	0.0	4.0	less than 2000	10	2	2017
21546	1441	18.0	15.5	13.0	0.0	0.0	0.0	0.0	less than 2000	27	4	2016
1331	2009	27.3	22.5	17.6	0.0	0.0	0.0	0.0	2000 to 10000	14	5	2017
19494	1497	24.0	19.0	14.0	0.0	0.0	0.0	0.0	less than 2000	13	9	2017
11433	250	4.4	2.3	0.1	0.0	0.0	0.0	0.0	less than 2000	31	8	2018
14307	29	6.3	3.6	0.9	31.0	0.0	0.0	0.0	less than 2000	30	10	2011
5333	1011	22.4	16.0	9.5	0.0	5.2	5.2	0.0	less than 2000	26	10	2012
1942	814	15.7	13.4	11.1	0.0	0.4	0.4	0.0	less than 2000	31	7	2017
12537	2808	22.3	18.0	13.7	0.0	0.0	0.0	0.0	2000 to 10000	17	11	2015
2343	380	8.0	4.5	1.0	0.0	7.0	7.0	0.0	less than 2000	4	12	2015
8278	57	9.2	5.9	2.5	0.0	9.8	9.8	0.0	less than 2000	28	11	2012
21840	4980	25.0	21.5	18.0	0.0	0.0	0.0	0.0	2000 to 10000	22	2	2011
19956	2036	19.5	15.5	11.5	0.0	0.0	0.0	0.0	2000 to 10000	28	11	2013
1936	351	13.0	9.2	5.4	0.0	4.4	4.4	0.0	less than 2000	2	9	2013
11474	1199	21.6	13.8	5.9	0.0	0.0	0.0	0.0	less than 2000	27	6	2013
2715	31	-9.4	-12.9	-16.3	23.0	0.0	0.0	0.0	less than 2000	15	2	2015
12258	830	31.7	24.9	18.1	0.0	1.3	1.3	0.0	less than 2000	6	8	2013
7014	182	5.7	4.9	4.0	0.0	0.0	0.0	0.0	less than 2000	11	5	2013
9208	1688	23.9	20.6	17.2	0.0	0.0	0.0	0.0	less than 2000	30	11	2014
15848	518	22.5	19.8	17.0	0.0	23.4	23.4	0.0	less than 2000	22	1	2017
22767	1380	5.0	4.0	3.0	0.0	1.8	1.8	0.0	less than 2000	14	4	2011
11351	997	13.2	8.3	3.4	0.0	0.0	0.0	0.0	less than 2000	2	11	2017
19022	1529	26.5	19.3	12.0	0.0	0.0	0.0	0.0	less than 2000	9	12	2012
14031	586	-3.4	-5.7	-7.9	9.0	1.2	0.0	1.2	less than 2000	15	10	2011
22108	864	28.0	24.0	20.0	0.0	0.0	0.0	0.0	less than 2000	8	10	2012
13295	328	4.7	3.6	2.5	0.0	0.0	0.0	0.0	less than 2000	7	9	2012
10616	48	-16.4	-20.2	-24.0	7.0	0.0	0.0	0.0	less than 2000	3	8	2018
10836	0	-4.5	-8.4	-12.3	25.0	0.0	0.0	0.0	less than 2000	3	10	2017
7360	94	-5.0	-5.8	-6.5	6.0	0.0	0.0	0.0	less than 2000	24	4	2017
12033	2137	22.7	19.7	16.7	0.0	16.6	16.6	0.0	2000 to 10000	20	10	2012
21737	2681	21.0	17.8	14.5	0.0	11.6	11.6	0.0	2000 to 10000	27	11	2016
8577	1425	14.0	10.0	6.0	0.0	0.0	0.0	0.0	less than 2000	16	2	2015
18353	42	1.0	-1.5	-4.0	17.0	12.6	6.0	7.0	less than 2000	6	10	2015
2619	26	1.7	-2.7	-7.0	21.0	1.8	0.0	1.8	less than 2000	13	6	2012
21165	192	5.0	0.0	-5.0	4.0	0.0	0.0	0.0	less than 2000	7	8	2014
8814	514	25.5	22.1	18.7	0.0	10.0	10.0	0.0	less than 2000	21	1	2013
8162	74	4.4	1.2	-2.1	45.0	0.0	0.0	0.0	less than 2000	31	1	2014
921	42	-6.2	-7.8	-9.4	3.0	0.0	0.0	0.0	less than 2000	12	5	2015
10180	90	0.5	-0.8	-2.0	1.0	7.4	0.0	8.4	less than 2000	5	6	2014
2997	460	5.3	-0.9	-7.1	0.0	1.1	1.1	0.0	less than 2000	1	7	2014
1246	0	14.4	13.2	12.0	0.0	25.1	25.1	0.0	less than 2000	31	3	2015
17894	610	3.0	1.8	0.5	35.0	3.0	3.0	0.0	less than 2000	3	2	2016
