	total count	max temp	mean temp	min temp	snow on grnd (cm)	total precip (mm)	total rain (mm)	total snow (cm)	class	day	month	year
20503	55	-12.0	-16.8	-21.5	11.0	0.0	0.0	0.0	less than 2000	16	6	2016
11610	1942	20.7	12.5	4.2	0.0	0.0	0.0	0.0	less than 2000	2	12	2011
7411	7	-15.1	-22.2	-29.2	19.0	0.4	0.0	1.5	less than 2000	26	8	2012
19713	2077	21.5	18.0	14.5	0.0	0.0	0.0	0.0	2000 to 10000	14	12	2018
15575	3787	23.0	17.8	12.5	0.0	0.0	0.0	0.0	2000 to 10000	8	3	2014
15281	1983	32.0	21.5	11.0	0.0	0.0	0.0	0.0	less than 2000	30	5	2011
9452	1375	28.2	20.3	12.4	0.0	0.0	0.0	0.0	less than 2000	19	3	2016
21494	3006	20.5	18.0	15.5	0.0	1.8	1.8	0.0	2000 to 10000	26	8	2017
3211	874	15.5	13.3	11.0	0.0	4.8	4.8	0.0	less than 2000	31	5	2014
11519	782	27.9	19.3	10.6	0.0	2.8	2.8	0.0	less than 2000	19	9	2016
9532	1098	27.7	24.7	21.7	0.0	6.3	6.3	0.0	less than 2000	19	4	2013
6312	662	22.0	18.0	14.0	0.0	0.0	0.0	0.0	less than 2000	1	12	2014
12881	294	15.8	12.3	8.8	0.0	0.0	0.0	0.0	less than 2000	19	3	2015
4180	483	20.1	14.5	8.9	0.0	0.0	0.0	0.0	less than 2000	27	12	2015
9568	1064	29.0	24.1	19.2	0.0	34.2	34.2	0.0	less than 2000	9	10	2011
309	114	6.6	5.1	3.5	0.0	5.2	5.2	0.0	less than 2000	31	12	2018
17242	729	-5.5	-9.0	-12.5	22.0	0.0	0.0	0.0	less than 2000	18	7	2014
17420	160	1.0	0.5	0.0	23.0	0.4	0.4	0.0	less than 2000	4	7	2012
19928	944	17.5	10.3	3.0	0.0	0.0	0.0	0.0	less than 2000	6	7	2016
16349	384	11.5	8.8	6.0	0.0	0.0	0.0	0.0	less than 2000	28	10	2014
4636	15	-7.5	-11.6	-15.6	21.0	10.0	0.0	10.0	less than 2000	24	7	2013
7033	359	10.9	4.5	-1.9	0.0	0.0	0.0	0.0	less than 2000	31	3	2017
15758	2007	30.0	21.3	12.5	0.0	0.0	0.0	0.0	2000 to 10000	5	5	2017
5091	0	5.1	3.6	2.0	37.0	0.0	0.0	0.0	less than 2000	16	11	2012
5383	789	12.4	8.2	3.9	0.0	1.1	1.1	0.0	less than 2000	8	8	2013
11790	1896	25.6	17.0	8.4	0.0	0.0	0.0	0.0	less than 2000	27	11	2013
2564	0	-14.4	-16.7	-19.0	22.0	0.0	0.0	0.0	less than 2000	6	11	2015
12783	930	20.8	16.7	12.5	0.0	0.0	0.0	0.0	less than 2000	8	7	2018
16761	970	8.0	5.3	2.5	0.0	1.0	1.0	0.0	less than 2000	29	1	2012
17923	88	2.5	-2.3	-7.0	20.0	0.0	0.0	0.0	less than 2000	19	3	2014
17410	6	1.0	-1.3	-3.5	23.0	1.6	0.0	1.6	less than 2000	22	2	2016
4402	1032	5.9	0.7	-4.5	0.0	0.0	0.0	0.0	less than 2000	25	8	2017
15189	4060	21.0	16.8	12.5	0.0	2.2	2.2	0.0	2000 to 10000	15	9	2014
9103	307	23.0	18.4	13.7	0.0	4.6	4.6	0.0	less than 2000	16	2	2017
20712	23	-1.5	-4.5	-7.5	8.0	15.0	0.0	8.0	less than 2000	17	8	2016
1471	3433	23.5	20.4	17.2	0.0	0.4	0.4	0.0	2000 to 10000	26	2	2011
9417	1692	25.2	19.3	13.4	0.0	15.8	15.8	0.0	less than 2000	13	9	2013
17079	72	-6.0	-9.8	-13.5	32.0	0.0	0.0	0.0	less than 2000	17	5	2014
4750	99	-13.7	-15.0	-16.3	24.0	0.0	0.0	0.0	less than 2000	23	7	2013
14881	647	22.5	13.5	4.5	0.0	0.0	0.0	0.0	less than 2000	18	2	2014
2182	635	13.1	9.1	5.0	0.0	0.0	0.0	0.0	less than 2000	30	8	2012
2727	281	0.0	-5.3	-10.6	22.0	0.0	0.0	0.0	less than 2000	17	2	2017
2509	66	-3.3	-7.7	-12.0	10.0	12.0	6.6	5.4	less than 2000	1	11	2013
19547	2150	26.0	22.0	18.0	0.0	0.0	0.0	0.0	2000 to 10000	18	9	2013
18272	104	7.0	-2.3	-11.5	18.0	0.0	0.0	0.0	less than 2000	4	11	2013
22689	423	5.5	2.0	-1.5	0.0	0.0	0.0	0.0	less than 2000	8	6	2013
3300	1740	20.3	15.8	11.2	0.0	1.0	1.0	0.0	less than 2000	30	4	2015
7	0	-7.8	-11.4	-15.0	21.0	2.0	0.0	3.0	less than 2000	12	1	2013
19415	1213	24.5	18.8	13.0	0.0	0.0	0.0	0.0	less than 2000	10	2	2013
9496	1822	23.0	16.1	9.2	0.0	0.0	0.0	0.0	less than 2000	30	5	2013
10023	460	13.5	9.2	4.9	0.0	0.3	0.3	0.0	less than 2000	13	3	2017
6950	258	7.8	5.4	3.0	0.0	0.8	0.8	0.0	less than 2000	14	12	2015
913	0	-5.9	-8.3	-10.6	7.0	0.0	0.0	0.0	less than 2000	25	11	2015
7459	0	-5.0	-6.0	-7.0	37.0	2.0	2.0	0.0	less than 2000	10	5	2014
18608	631	10.0	3.8	-2.5	0.0	0.0	0.0	0.0	less than 2000	30	7	2016
2280	202	2.5	-3.4	-9.2	1.0	0.0	0.0	0.0	less than 2000	8	6	2018
8152	260	2.5	1.2	-0.2	35.0	11.2	0.0	11.2	less than 2000	13	2	2016
1168	0	1.9	0.8	-0.4	0.0	10.8	10.8	0.0	less than 2000	16	11	2018
4398	762	6.0	1.1	-3.9	0.0	0.0	0.0	0.0	less than 2000	17	11	2010
3841	636	21.7	19.4	17.0	0.0	11.4	11.4	0.0	less than 2000	17	2	2012
8941	2089	29.0	20.7	12.3	0.0	0.0	0.0	0.0	2000 to 10000	26	7	2017
18723	2067	14.0	9.0	4.0	0.0	0.0	0.0	0.0	2000 to 10000	21	1	2012
16580	502	14.0	5.8	-2.5	0.0	0.0	0.0	0.0	less than 2000	7	1	2012
4377	289	4.6	2.7	0.7	0.0	0.0	0.0	0.0	less than 2000	2	11	2014
16240	603	17.0	10.3	3.5	0.0	1.2	1.2	0.0	less than 2000	16	9	2013
10950	19	-8.0	-10.8	-13.6	36.0	0.0	0.0	0.0	less than 2000	12	9	2011
10528	0	-7.3	-9.0	-10.7	0.0	0.0	0.0	0.0	less than 2000	13	5	2016
22058	635	28.0	22.0	16.0	0.0	4.2	4.2	0.0	less than 2000	4	9	2018
13127	128	14.9	9.2	3.5	0.0	0.0	0.0	0.0	less than 2000	25	8	2011
16414	560	15.0	11.0	7.0	0.0	8.0	8.0	0.0	less than 2000	5	8	2018
10153	1119	1.9	-1.6	-5.0	0.0	0.0	0.0	0.0	less than 2000	3	5	2016
10039	1413	5.8	3.8	1.8	0.0	0.0	0.0	0.0	less than 2000	1	1	2012
22013	1623	31.5	24.8	18.0	0.0	0.0	0.0	0.0	less than 2000	3	7	2012
19248	1113	23.0	20.0	17.0	0.0	0.0	0.0	0.0	less than 2000	1	5	2012
13772	87	-4.8	-11.9	-19.0	10.0	0.0	0.0	0.0	less than 2000	23	4	2016
12066	2768	26.3	20.7	15.0	0.0	0.0	0.0	0.0	2000 to 10000	23	6	2014
19255	1471	25.0	19.8	14.5	0.0	8.8	8.8	0.0	less than 2000	7	5	2015
12528	2027	22.3	17.6	12.9	0.0	1.1	1.1	0.0	2000 to 10000	22	8	2012
800	202	15.5	8.7	1.8	0.0	0.4	0.4	0.0	less than 2000	19	4	2015
21343	456	10.0	4.5	-1.0	0.0	0.0	0.0	0.0	less than 2000	7	4	2011
6240	1355	23.5	18.2	12.8	0.0	0.0	0.0	0.0	less than 2000	3	8	2017
15226	284	17.0	13.5	10.0	0.0	2.6	2.6	0.0	less than 2000	7	3	2012
14545	1185	12.5	10.3	8.0	0.0	0.0	0.0	0.0	less than 2000	24	1	2017
13791	12	-6.3	-9.8	-13.2	11.0	0.4	0.0	0.4	less than 2000	2	2	2013
21456	1232	23.0	14.5	6.0	0.0	0.0	0.0	0.0	less than 2000	25	9	2014
20793	871	-2.0	-11.3	-20.5	16.0	5.4	0.0	3.0	less than 2000	26	5	2018
11081	201	-0.2	-2.6	-5.0	25.0	7.6	0.0	7.6	less than 2000	9	3	2011
2090	353	6.3	1.0	-4.4	0.0	0.0	0.0	0.0	less than 2000	22	3	2017
14318	62	12.5	6.5	0.5	26.0	3.7	3.7	0.0	less than 2000	23	8	2016
20146	783	19.0	11.5	4.0	0.0	9.4	9.4	0.0	less than 2000	30	11	2013
7529	57	-19.2	-21.1	-23.0	30.0	0.0	0.0	0.0	less than 2000	28	4	2016
3294	254	24.0	18.0	11.9	0.0	0.0	0.0	0.0	less than 2000	30	7	2013
9279	684	27.5	21.0	14.5	0.0	2.8	2.8	0.0	less than 2000	15	5	2017
5990	1354	22.5	17.5	12.5	0.0	0.0	0.0	0.0	less than 2000	7	11	2013
22440	1407	30.0	23.3	16.5	0.0	0.0	0.0	0.0	less than 2000	11	12	2017
14809	611	9.5	4.0	-1.5	0.0	0.0	0.0	0.0	less than 2000	24	11	2013
2232	340	4.8	1.3	-2.2	3.0	0.0	0.0	0.0	less than 2000	8	1	2018
12168	2938	22.6	16.4	10.1	0.0	13.5	13.5	0.0	2000 to 10000	14	5	2017
4695	38	2.8	-4.3	-11.3	40.0	0.0	0.0	0.0	less than 2000	14	8	2013
21514	1767	22.0	12.5	3.0	0.0	0.0	0.0	0.0	less than 2000	10	9	2013
16676	210	9.0	6.0	3.0	0.0	7.0	7.0	0.0	less than 2000	2	5	2012
22260	1092	25.5	18.8	12.0	0.0	0.0	0.0	0.0	less than 2000	17	10	2011
2567	52	-14.4	-16.7	-19.0	22.0	0.0	0.0	0.0	less than 2000	3	10	2017
5372	1687	18.0	11.6	5.2	0.0	5.4	5.4	0.0	less than 2000	22	5	2017
7391	272	-11.5	-17.3	-23.0	5.0	10.0	0.0	15.0	less than 2000	23	7	2013
21597	1763	26.0	17.5	9.0	0.0	0.0	0.0	0.0	less than 2000	27	2	2016
233	955	15.6	12.2	8.7	0.0	21.9	21.9	0.0	less than 2000	22	9	2015
18171	801	-8.5	-12.5	-16.5	11.0	0.0	0.0	0.0	less than 2000	16	2	2018
9306	2013	24.0	18.8	13.5	0.0	0.0	0.0	0.0	2000 to 10000	20	8	2015
1515	1307	36.3	29.8	23.3	0.0	0.0	0.0	0.0	less than 2000	6	3	2011
11668	2520	20.5	14.0	7.4	0.0	0.0	0.0	0.0	2000 to 10000	30	12	2014
20900	291								less than 2000	24	6	2014
7020	648	4.2	0.4	-3.5	0.0	0.0	0.0	0.0	less than 2000	25	9	2010
144	0	4.7	2.7	0.6	12.0	0.0	0.0	0.0	less than 2000	28	1	2016
7492	0	1.8	-5.4	-12.5	35.0	0.0	0.0	0.0	less than 2000	13	4	2012
19350	1153	28.0	22.3	16.5	0.0	0.0	0.0	0.0	less than 2000	13	5	2017
5217	335	5.5	3.0	0.5	12.0	0.0	0.0	0.0	less than 2000	10	4	2017
9165	2425	25.5	22.7	19.8	0.0	0.0	0.0	0.0	2000 to 10000	9	11	2013
18978	1255	18.5	14.0	9.5	0.0	1.0	1.0	0.0	less than 2000	14	9	2010
3427	432	22.9	17.0	11.0	0.0	4.0	4.0	0.0	less than 2000	22	7	2011
16508	90	9.0	4.8	0.5	0.0	2.0	2.0	0.0	less than 2000	28	6	2015
19560	3319	23.0	18.0	13.0	0.0	0.0	0.0	0.0	2000 to 10000	4	9	2010
8082	47	3.2	0.4	-2.5	36.0	0.0	0.0	0.0	less than 2000	2	12	2017
15349	1973	31.0	22.0	13.0	0.0	0.0	0.0	0.0	less than 2000	13	8	2013
6897	552	10.8	9.1	7.3	0.0	0.0	0.0	0.0	less than 2000	16	11	2017
9888	1030	14.6	7.3	0.0	0.0	0.0	0.0	0.0	less than 2000	27	4	2017
21318	87	2.0	-0.8	-3.5	0.0	6.2	6.2	0.0	less than 2000	14	8	2011
23021	30								less than 2000	27	4	2015
11723	1981	23.0	19.7	16.4	0.0	1.4	1.4	0.0	less than 2000	26	4	2014
1115	103	12.5	6.4	0.3	0.0	10.8	9.5	1.3	less than 2000	18	10	2016
16478	364	6.5	3.3	0.0	0.0	0.0	0.0	0.0	less than 2000	16	5	2013
15732	1558	32.5	26.0	19.5	0.0	0.0	0.0	0.0	less than 2000	18	5	2016
15232	375	13.0	10.8	8.5	0.0	0.0	0.0	0.0	less than 2000	27	8	2012
7156	621	10.2	7.8	5.3	0.0	0.5	0.5	0.0	less than 2000	7	1	2014
20925	905	9.0	5.0	1.0	16.0	0.0	0.0	0.0	less than 2000	16	9	2013
2898	232	10.9	1.7	-7.5	10.0	0.0	0.0	0.0	less than 2000	10	11	2015
19618	2758	22.5	18.8	15.0	0.0	0.0	0.0	0.0	2000 to 10000	28	6	2016
22844	112	-2.0	-9.0	-16.0	10.0	0.6	0.0	1.0	less than 2000	16	1	2017
554	152	23.5	20.7	17.9	0.0	43.7	43.7	0.0	less than 2000	17	1	2014
23007	107	-5.5	-7.8	-10.0	2.0	0.0	0.0	0.0	less than 2000	14	12	2010
22893	314	3.0	-1.0	-5.0	3.0	2.0	0.0	1.0	less than 2000	16	10	2016
12015	2215	22.8	17.7	12.5	0.0	3.1	3.1	0.0	2000 to 10000	26	10	2010
8476	237	13.0	8.9	4.8	0.0	0.0	0.0	0.0	less than 2000	5	8	2014
23004	23	6.5	-2.3	-11.0	5.0	8.8	8.0	1.0	less than 2000	27	7	2016
13828	14	-9.9	-14.1	-18.2	14.0	0.0	0.0	0.0	less than 2000	26	5	2017
10732	104	-7.6	-12.7	-17.8	10.0	0.0	0.0	0.0	less than 2000	13	6	2018
3763	2101	30.8	22.5	14.1	0.0	0.0	0.0	0.0	2000 to 10000	2	12	2014
22981	300	-7.5	-10.0	-12.5	4.0	0.0	0.0	0.0	less than 2000	13	4	2012
2578	22	-5.3	-13.0	-20.7	22.0	0.0	0.0	0.0	less than 2000	10	1	2018
12499	1991	26.8	19.5	12.2	0.0	0.0	0.0	0.0	less than 2000	1	10	2018
7474	0	-15.5	-18.1	-20.6	33.0	0.0	0.0	0.0	less than 2000	31	10	2018
15199	2051	13.0	10.8	8.5	0.0	0.0	0.0	0.0	2000 to 10000	29	9	2016
15546	1872	23.0	18.8	14.5	0.0	0.0	0.0	0.0	less than 2000	26	2	2016
7171	48	0.6	-0.5	-1.6	0.0	0.0	0.0	0.0	less than 2000	9	4	2012
19648	1597	23.0	16.5	10.0	0.0	0.0	0.0	0.0	less than 2000	22	10	2013
5640	2619	13.0	11.5	10.0	0.0	28.6	28.6	0.0	2000 to 10000	3	8	2014
13751	3	-9.0	-10.6	-12.2	7.0	0.0	0.0	0.0	less than 2000	15	8	2017
6848	554	18.3	14.8	11.3	0.0	0.4	0.4	0.0	less than 2000	19	10	2014
600	980	20.3	17.5	14.7	0.0	0.0	0.0	0.0	less than 2000	21	2	2012
21622	1416	26.5	21.3	16.0	0.0	0.0	0.0	0.0	less than 2000	1	7	2017
18463	83	2.0	1.0	0.0	3.0	7.2	7.2	0.0	less than 2000	13	7	2011
18645	2022	19.0	9.8	0.5	0.0	0.0	0.0	0.0	2000 to 10000	22	4	2013
9201	3699	24.7	18.9	13.0	0.0	5.0	5.0	0.0	2000 to 10000	15	9	2014
5623	852	20.5	15.0	9.4	0.0	0.0	0.0	0.0	less than 2000	2	1	2011
375	0	27.3	20.9	14.4	0.0	9.2	9.2	0.0	less than 2000	5	10	2014
7838	0	-8.6	-17.6	-26.6	37.0	0.0	0.0	0.0	less than 2000	1	8	2011
12764	584	22.4	15.0	7.5	0.0	0.0	0.0	0.0	less than 2000	4	5	2017
2422	0	-8.2	-9.9	-11.5	10.0	0.7	0.0	0.7	less than 2000	25	8	2017
123	0	1.6	-0.3	-2.2	10.0	0.0	0.0	0.0	less than 2000	28	4	2012
20863	1	-4.0	-7.3	-10.5	32.0	0.0	0.0	0.0	less than 2000	10	1	2014
14540	873	12.5	10.3	8.0	0.0	0.0	0.0	0.0	less than 2000	6	10	2017
22326	1027	23.0	16.8	10.5	0.0	0.0	0.0	0.0	less than 2000	19	9	2016
8136	102	1.9	-6.3	-14.5	38.0	2.3	0.0	2.5	less than 2000	7	5	2017
5517	1652	23.0	13.5	4.0	0.0	0.0	0.0	0.0	less than 2000	16	2	2015
1770	135	27.5	23.3	19.0	0.0	6.3	6.3	0.0	less than 2000	24	9	2017
18750	194	13.5	10.5	7.5	0.0	13.0	13.0	0.0	less than 2000	18	7	2015
20631	79	10.5	2.8	-5.0	31.0	7.2	7.2	0.0	less than 2000	22	8	2014
1189	1682	16.0	9.8	3.5	0.0	1.0	1.0	0.0	less than 2000	24	2	2018
12726	2046	28.7	22.0	15.3	0.0	0.0	0.0	0.0	2000 to 10000	7	2	2013
8682	681	18.8	13.9	8.9	0.0	0.0	0.0	0.0	less than 2000	24	7	2018
10615	33	-16.4	-20.2	-24.0	7.0	0.0	0.0	0.0	less than 2000	2	5	2013
2123	548	6.3	2.7	-1.0	0.0	0.0	0.0	0.0	less than 2000	17	5	2017
20556	49								less than 2000	18	6	2015
8321	220	8.3	1.9	-4.6	0.0	0.0	0.0	0.0	less than 2000	9	3	2015
9507	2422	26.0	21.0	16.0	0.0	1.2	1.2	0.0	2000 to 10000	19	10	2016
19905	2080	15.0	12.5	10.0	0.0	0.0	0.0	0.0	2000 to 10000	4	8	2013
6505	924	24.5	22.0	19.4	0.0	16.2	16.2	0.0	less than 2000	10	6	2016
14365	240	4.4	2.7	1.0	3.0	7.6	7.6	0.0	less than 2000	17	4	2015
15671	864	25.0	20.5	16.0	0.0	0.0	0.0	0.0	less than 2000	10	11	2012
2254	896	6.8	5.7	4.5	0.0	2.8	2.8	0.0	less than 2000	11	1	2017
20106	712	21.5	14.8	8.0	0.0	8.4	8.4	0.0	less than 2000	22	2	2014
4472	340	7.1	1.1	-5.0	0.0	0.0	0.0	0.0	less than 2000	11	7	2016
19485	1120	22.0	17.0	12.0	0.0	0.0	0.0	0.0	less than 2000	19	6	2015
2137	770	17.5	9.8	2.0	0.0	0.0	0.0	0.0	less than 2000	24	12	2013
15593	900	31.5	22.8	14.0	0.0	0.0	0.0	0.0	less than 2000	29	2	2012
8088	98	2.0	-0.7	-3.4	35.0	1.8	0.0	2.0	less than 2000	28	7	2018
15863	2066	27.0	22.5	18.0	0.0	0.6	0.6	0.0	2000 to 10000	10	8	2018
10990	2	-1.7	-11.2	-20.6	31.0	5.1	0.0	5.1	less than 2000	11	1	2012
21536	2526	23.5	14.5	5.5	0.0	0.0	0.0	0.0	2000 to 10000	27	2	2013
8034	253	-4.3	-7.3	-10.2	37.0	6.2	0.0	8.1	less than 2000	12	1	2013
21484	1865	27.0	16.8	6.5	0.0	2.6	2.6	0.0	less than 2000	28	4	2016
17275	120	-1.0	-5.5	-10.0	19.0	6.8	1.0	5.8	less than 2000	4	4	2015
11384	1353	16.0	10.4	4.8	0.0	0.0	0.0	0.0	less than 2000	10	2	2011
2078	1044	6.8	4.9	3.0	0.0	0.0	0.0	0.0	less than 2000	14	2	2018
12661	856	24.0	17.9	11.8	0.0	0.0	0.0	0.0	less than 2000	28	3	2017
20552	328								less than 2000	5	1	2013
2424	21	-14.6	-17.6	-20.6	10.0	0.0	0.0	0.0	less than 2000	12	11	2010
7049	267	14.9	10.0	5.1	0.0	2.4	2.4	0.0	less than 2000	7	4	2010
3635	1754	26.0	19.3	12.6	0.0	0.0	0.0	0.0	less than 2000	5	10	2012
9940	314	14.3	11.7	9.0	0.0	0.4	0.4	0.0	less than 2000	4	4	2013
14089	19	-6.5	-15.4	-24.3	10.0	3.9	0.0	3.9	less than 2000	10	7	2014
18585	193	15.0	12.3	9.5	0.0	9.2	9.2	0.0	less than 2000	5	7	2016
5449	1101	27.5	17.1	6.7	0.0	0.0	0.0	0.0	less than 2000	18	6	2014
12847	1245	14.6	9.2	3.7	0.0	0.0	0.0	0.0	less than 2000	14	9	2013
14904	364	13.0	6.8	0.5	0.0	0.0	0.0	0.0	less than 2000	27	5	2014
13895	15	5.5	-0.1	-5.6	11.0	1.5	1.1	0.4	less than 2000	9	2	2013
5331	1058	22.4	16.0	9.5	0.0	5.2	5.2	0.0	less than 2000	26	9	2018
21619	943	23.5	18.8	14.0	0.0	1.2	1.2	0.0	less than 2000	8	12	2016
2262	262	6.1	3.5	0.9	0.0	0.8	0.8	0.0	less than 2000	20	4	2016
21081	186	1.5	0.0	-1.5	20.0	1.4	1.4	0.0	less than 2000	19	4	2012
14277	1	1.0	-9.2	-19.4	34.0	0.0	0.0	0.0	less than 2000	16	4	2014
15006	655	20.5	15.3	10.0	0.0	0.0	0.0	0.0	less than 2000	20	1	2017
9341	2049	22.2	19.6	16.9	0.0	49.8	49.8	0.0	2000 to 10000	30	7	2016
19661	1326	24.0	17.0	10.0	0.0	0.0	0.0	0.0	less than 2000	31	1	2016
7918	23	-7.4	-9.1	-10.8	37.0	0.0	0.0	0.0	less than 2000	2	1	2019
2507	54	-5.9	-9.5	-13.0	10.0	0.5	0.2	0.3	less than 2000	29	5	2017
11185	8	-4.0	-4.8	-5.5	20.0	0.0	0.0	0.0	less than 2000	3	2	2018
1658	2110	28.0	21.7	15.4	0.0	0.0	0.0	0.0	2000 to 10000	18	5	2012
15392	682	25.0	20.8	16.5	0.0	0.0	0.0	0.0	less than 2000	20	8	2012
18589	205	15.0	12.3	9.5	0.0	9.2	9.2	0.0	less than 2000	28	4	2015
22482	1636	15.0	11.5	8.0	0.0	0.0	0.0	0.0	less than 2000	12	6	2018
14880	2447	22.5	13.5	4.5	0.0	0.0	0.0	0.0	2000 to 10000	19	2	2017
4517	151	-1.6	-4.9	-8.1	2.0	0.0	0.0	0.0	less than 2000	30	1	2016
12197	926	28.8	23.8	18.7	0.0	1.2	1.2	0.0	less than 2000	23	2	2017
13934	90	-3.2	-7.6	-11.9	11.0	0.0	0.0	0.0	less than 2000	7	9	2015
22984	6	-7.5	-10.0	-12.5	4.0	0.0	0.0	0.0	less than 2000	8	4	2013
12434	1563	30.8	24.0	17.1	0.0	0.0	0.0	0.0	less than 2000	1	1	2017
9171	933	25.5	22.7	19.8	0.0	0.0	0.0	0.0	less than 2000	30	5	2015
6663	561	22.3	13.9	5.5	0.0	0.0	0.0	0.0	less than 2000	6	5	2018
11621	2260	21.2	17.5	13.8	0.0	0.0	0.0	0.0	2000 to 10000	1	9	2017
4429	282	5.3	3.5	1.6	0.0	0.2	0.2	0.0	less than 2000	12	10	2012
8973	2055	31.0	26.5	22.0	0.0	0.2	0.2	0.0	2000 to 10000	9	3	2016
2482	61	1.0	-4.8	-10.5	10.0	0.8	0.8	0.0	less than 2000	9	1	2015
21291	679	8.5	5.3	2.0	0.0	0.0	0.0	0.0	less than 2000	29	12	2017
21257	559	1.5	-0.8	-3.0	0.0	0.0	0.0	0.0	less than 2000	1	4	2016
7448	138	-5.0	-6.3	-7.5	27.0	18.0	6.0	12.0	less than 2000	2	3	2017
20066	658	21.5	13.8	6.0	0.0	1.4	1.4	0.0	less than 2000	29	3	2016
11079	57	-0.2	-2.6	-5.0	25.0	7.6	0.0	7.6	less than 2000	30	4	2018
8025	47	5.1	2.7	0.2	41.0	0.0	0.0	0.0	less than 2000	8	12	2014
2899	72	10.9	1.7	-7.5	10.0	0.0	0.0	0.0	less than 2000	25	10	2011
14410	25	0.1	-4.9	-9.8	0.0	0.0	0.0	0.0	less than 2000	4	4	2015
7781	67	-7.9	-9.0	-10.0	37.0	1.0	0.0	1.8	less than 2000	30	9	2011
20031	505	17.0	15.5	14.0	0.0	13.0	13.0	0.0	less than 2000	11	10	2012
6832	1109	15.3	11.8	8.3	0.0	0.3	0.3	0.0	less than 2000	9	4	2018
4898	43	-3.9	-14.0	-24.0	36.0	0.0	0.0	0.0	less than 2000	21	12	2015
11898	662	25.6	22.2	18.8	0.0	0.9	0.9	0.0	less than 2000	15	12	2013
7524	0	-15.5	-18.7	-21.8	29.0	0.9	0.0	1.0	less than 2000	23	6	2010
18005	1372	-9.5	-12.3	-15.0	19.0	0.0	0.0	0.0	less than 2000	16	9	2016
17106	10	-7.0	-13.0	-19.0	31.0	0.0	0.0	0.0	less than 2000	28	9	2012
9147	776	26.1	21.6	17.0	0.0	0.0	0.0	0.0	less than 2000	1	4	2015
6132	1403	24.0	15.9	7.8	0.0	0.0	0.0	0.0	less than 2000	24	9	2012
1103	133	7.2	2.3	-2.6	0.0	0.0	0.0	0.0	less than 2000	28	7	2013
11671	1602	11.3	8.5	5.7	0.0	0.0	0.0	0.0	less than 2000	20	2	2018
12103	2391	27.4	21.1	14.7	0.0	0.0	0.0	0.0	2000 to 10000	11	3	2017
22117	2197	30.0	24.3	18.5	0.0	0.0	0.0	0.0	2000 to 10000	9	10	2014
6791	658	22.5	12.6	2.7	0.0	0.0	0.0	0.0	less than 2000	31	10	2012
902	10	-3.1	-5.8	-8.4	0.0	0.9	0.0	1.0	less than 2000	21	8	2017
21012	29	1.5	-1.5	-4.5	5.0	0.0	0.0	0.0	less than 2000	14	11	2018
13157	1079	10.9	7.7	4.5	0.0	0.0	0.0	0.0	less than 2000	20	8	2012
22372	2184	23.0	21.3	19.5	0.0	0.0	0.0	0.0	2000 to 10000	13	2	2017
8401	851	11.7	7.9	4.0	0.0	0.0	0.0	0.0	less than 2000	11	11	2014
15573	921	23.0	17.8	12.5	0.0	0.0	0.0	0.0	less than 2000	30	5	2018
17959	336	4.5	-1.3	-7.0	18.0	15.6	15.6	0.0	less than 2000	10	9	2015
20922	6	4.0	2.5	1.0	20.0	13.0	13.0	0.0	less than 2000	8	6	2013
6657	1976	22.3	13.9	5.5	0.0	0.0	0.0	0.0	less than 2000	30	1	2011
15977	1132	25.5	19.0	12.5	0.0	0.0	0.0	0.0	less than 2000	1	2	2017
13486	679	3.2	1.9	0.5	0.0	3.0	3.0	0.0	less than 2000	31	7	2014
2294	405	8.4	7.6	6.7	0.0	11.6	10.2	1.4	less than 2000	11	3	2012
15857	1232	27.5	21.8	16.0	0.0	0.0	0.0	0.0	less than 2000	9	4	2011
11488	724	18.2	12.2	6.2	0.0	0.0	0.0	0.0	less than 2000	9	5	2014
19142	711	22.0	17.3	12.5	0.0	36.4	36.4	0.0	less than 2000	25	6	2014
16581	1341	16.5	8.0	-0.5	0.0	0.0	0.0	0.0	less than 2000	5	10	2016
6301	513	24.2	21.9	19.6	0.0	2.4	2.4	0.0	less than 2000	26	2	2017
21122	118	0.0	-5.5	-11.0	11.0	0.0	0.0	0.0	less than 2000	7	2	2016
15062	2131	26.0	21.0	16.0	0.0	0.0	0.0	0.0	2000 to 10000	27	1	2017
4513	576	-2.0	-3.9	-5.8	0.0	2.2	0.0	3.0	less than 2000	16	3	2017
7960	24	-10.0	-12.0	-14.0	43.0	0.0	0.0	0.0	less than 2000	14	10	2013
19013	2501	23.0	19.0	15.0	0.0	0.0	0.0	0.0	2000 to 10000	22	11	2015
17130	13	-12.0	-16.5	-21.0	27.0	0.0	0.0	0.0	less than 2000	13	2	2017
19509	932	25.5	20.0	14.5	0.0	0.0	0.0	0.0	less than 2000	8	12	2017
7619	1	5.2	3.7	2.2	20.0	0.0	0.0	0.0	less than 2000	9	10	2015
3620	2536	33.6	25.5	17.3	0.0	0.0	0.0	0.0	2000 to 10000	25	1	2010
19790	1449	27.0	20.0	13.0	0.0	0.0	0.0	0.0	less than 2000	11	9	2015
16764	138	8.0	5.3	2.5	0.0	1.0	1.0	0.0	less than 2000	29	8	2014
20166	948	6.0	3.0	0.0	0.0	16.4	16.4	0.0	less than 2000	27	12	2013
19487	996	22.0	17.0	12.0	0.0	0.0	0.0	0.0	less than 2000	1	5	2013
